year,geo_code,county,total_households,households_100k _to_149999k,households_150k_ to_199999k,households_200k_or_more,percent_wealthy_households ,total_wealthy_households
2018,0500000US29143,"New Madrid County, Missouri",7312,0.09,0.02,0.01,0.12,856
2018,0500000US29145,"Newton County, Missouri",22268,0.12,0.03,0.03,0.18,3919
2018,0500000US29147,"Nodaway County, Missouri",8275,0.09,0.03,0.02,0.14,1117
2018,0500000US29149,"Oregon County, Missouri",4307,0.06,0.02,0.00,0.08,353
2018,0500000US29151,"Osage County, Missouri",5113,0.13,0.03,0.02,0.17,879
2018,0500000US29153,"Ozark County, Missouri",4144,0.06,0.00,0.00,0.06,261
2018,0500000US29155,"Pemiscot County, Missouri",6845,0.06,0.02,0.01,0.10,678
2018,0500000US29157,"Perry County, Missouri",7605,0.13,0.02,0.01,0.16,1194
2018,0500000US29159,"Pettis County, Missouri",15921,0.09,0.02,0.02,0.13,2102
2018,0500000US29161,"Phelps County, Missouri",17601,0.11,0.03,0.03,0.17,2992
2018,0500000US29163,"Pike County, Missouri",6650,0.11,0.02,0.02,0.15,1017
2018,0500000US29165,"Platte County, Missouri",38613,0.19,0.09,0.09,0.36,13939
2018,0500000US29167,"Polk County, Missouri",11557,0.10,0.02,0.03,0.15,1699
2018,0500000US29169,"Pulaski County, Missouri",15026,0.13,0.02,0.01,0.17,2494
2018,0500000US29171,"Putnam County, Missouri",1803,0.06,0.02,0.02,0.10,188
2018,0500000US29173,"Ralls County, Missouri",4004,0.12,0.04,0.01,0.17,697
2018,0500000US29175,"Randolph County, Missouri",8347,0.11,0.02,0.02,0.15,1260
2018,0500000US29177,"Ray County, Missouri",8785,0.17,0.05,0.02,0.23,2056
2018,0500000US29179,"Reynolds County, Missouri",2638,0.07,0.03,0.01,0.12,309
2018,0500000US29181,"Ripley County, Missouri",5154,0.06,0.01,0.00,0.07,366
2018,0500000US29183,"St. Charles County, Missouri",144643,0.21,0.10,0.08,0.38,55109
2018,0500000US29185,"St. Clair County, Missouri",4126,0.10,0.01,0.01,0.13,516
2018,0500000US29186,"Ste. Genevieve County, Missouri",7134,0.19,0.04,0.02,0.25,1798
2018,0500000US29187,"St. Francois County, Missouri",24910,0.11,0.03,0.02,0.15,3811
2018,0500000US29189,"St. Louis County, Missouri",403547,0.15,0.07,0.09,0.32,127521
2018,0500000US29195,"Saline County, Missouri",8562,0.09,0.02,0.02,0.13,1070
2018,0500000US29197,"Schuyler County, Missouri",1588,0.07,0.01,0.01,0.10,154
2018,0500000US29199,"Scotland County, Missouri",1820,0.06,0.05,0.03,0.14,246
2018,0500000US29201,"Scott County, Missouri",15428,0.09,0.02,0.02,0.13,2006
2018,0500000US29203,"Shannon County, Missouri",3173,0.08,0.01,0.01,0.10,305
2018,0500000US29205,"Shelby County, Missouri",2459,0.08,0.03,0.02,0.13,307
2018,0500000US29207,"Stoddard County, Missouri",11684,0.08,0.02,0.01,0.11,1274
2018,0500000US29209,"Stone County, Missouri",12841,0.11,0.03,0.03,0.17,2144
2018,0500000US29211,"Sullivan County, Missouri",2174,0.08,0.03,0.01,0.11,235
2018,0500000US29213,"Taney County, Missouri",22366,0.08,0.02,0.02,0.11,2460
2018,0500000US29215,"Texas County, Missouri",9579,0.09,0.02,0.01,0.12,1121
2018,0500000US29217,"Vernon County, Missouri",8170,0.08,0.02,0.03,0.13,1046
2018,0500000US29219,"Warren County, Missouri",12232,0.14,0.05,0.04,0.24,2887
2018,0500000US29221,"Washington County, Missouri",9114,0.07,0.01,0.01,0.09,848
2018,0500000US29223,"Wayne County, Missouri",5448,0.05,0.02,0.00,0.07,365
2018,0500000US29225,"Webster County, Missouri",13496,0.12,0.02,0.02,0.16,2159
2018,0500000US29227,"Worth County, Missouri",856,0.13,0.02,0.01,0.16,133
2018,0500000US29229,"Wright County, Missouri",7292,0.05,0.01,0.03,0.09,620
2018,0500000US29510,"St. Louis city, Missouri",140455,0.09,0.04,0.04,0.16,23035
2018,0500000US30001,"Beaverhead County, Montana",3977,0.09,0.03,0.04,0.16,648
2018,0500000US30003,"Big Horn County, Montana",3687,0.14,0.02,0.02,0.18,678
2018,0500000US30005,"Blaine County, Montana",2320,0.08,0.03,0.01,0.12,267
2018,0500000US30007,"Broadwater County, Montana",2420,0.11,0.08,0.03,0.23,547
2018,0500000US30009,"Carbon County, Montana",4531,0.14,0.04,0.03,0.22,974
2018,0500000US30011,"Carter County, Montana",625,0.09,0.02,0.07,0.18,115
2018,0500000US30013,"Cascade County, Montana",34444,0.12,0.03,0.04,0.19,6510
2018,0500000US30015,"Chouteau County, Montana",2256,0.08,0.03,0.02,0.12,280
2018,0500000US30017,"Custer County, Montana",4889,0.15,0.05,0.03,0.22,1085
2018,0500000US30019,"Daniels County, Montana",856,0.12,0.03,0.04,0.19,163
2018,0500000US30021,"Dawson County, Montana",3972,0.17,0.03,0.06,0.25,1001
2018,0500000US30023,"Deer Lodge County, Montana",3855,0.09,0.02,0.03,0.14,547
2018,0500000US30025,"Fallon County, Montana",1302,0.14,0.06,0.05,0.25,326
2018,0500000US30027,"Fergus County, Montana",4975,0.13,0.04,0.03,0.19,960
2018,0500000US30029,"Flathead County, Montana",38252,0.12,0.04,0.04,0.21,7918
2018,0500000US30031,"Gallatin County, Montana",41985,0.16,0.06,0.06,0.28,11546
2018,0500000US30033,"Garfield County, Montana",447,0.12,0.04,0.03,0.18,81
2018,0500000US30035,"Glacier County, Montana",4178,0.08,0.03,0.03,0.14,577
2018,0500000US30037,"Golden Valley County, Montana",337,0.06,0.00,0.05,0.11,36
2018,0500000US30039,"Granite County, Montana",1280,0.11,0.01,0.05,0.16,209
2018,0500000US30041,"Hill County, Montana",6274,0.12,0.03,0.02,0.17,1048
2018,0500000US30043,"Jefferson County, Montana",4444,0.18,0.07,0.04,0.29,1275
2018,0500000US30045,"Judith Basin County, Montana",923,0.07,0.02,0.04,0.13,122
2018,0500000US30047,"Lake County, Montana",11849,0.11,0.03,0.04,0.17,2050
2018,0500000US30049,"Lewis and Clark County, Montana",27800,0.16,0.06,0.04,0.26,7117
2018,0500000US30051,"Liberty County, Montana",886,0.06,0.01,0.06,0.13,113
2018,0500000US30053,"Lincoln County, Montana",8259,0.08,0.02,0.02,0.12,1008
2018,0500000US30055,"McCone County, Montana",704,0.07,0.01,0.03,0.11,76
2018,0500000US30057,"Madison County, Montana",3481,0.11,0.01,0.05,0.17,592
2018,0500000US30059,"Meagher County, Montana",749,0.08,0.05,0.01,0.13,99
2018,0500000US30061,"Mineral County, Montana",1699,0.04,0.01,0.01,0.06,105
2018,0500000US30063,"Missoula County, Montana",48608,0.12,0.05,0.04,0.21,10159
2018,0500000US30065,"Musselshell County, Montana",2077,0.10,0.03,0.01,0.13,270
2018,0500000US30067,"Park County, Montana",7691,0.12,0.04,0.03,0.19,1469
2018,0500000US30069,"Petroleum County, Montana",187,0.20,0.01,0.03,0.24,45
2018,0500000US30071,"Phillips County, Montana",1770,0.06,0.03,0.02,0.11,191
2018,0500000US30073,"Pondera County, Montana",2114,0.13,0.04,0.02,0.20,416
2018,0500000US30075,"Powder River County, Montana",769,0.09,0.06,0.01,0.17,127
2018,0500000US30077,"Powell County, Montana",2388,0.12,0.01,0.05,0.18,420
2018,0500000US30079,"Prairie County, Montana",540,0.13,0.04,0.02,0.19,101
2018,0500000US30081,"Ravalli County, Montana",17108,0.10,0.03,0.03,0.16,2789
2018,0500000US30083,"Richland County, Montana",4493,0.18,0.05,0.03,0.27,1195
2018,0500000US30085,"Roosevelt County, Montana",3156,0.12,0.05,0.02,0.19,584
2018,0500000US30087,"Rosebud County, Montana",3147,0.14,0.03,0.04,0.20,639
2018,0500000US30089,"Sanders County, Montana",4953,0.06,0.02,0.03,0.10,505
2018,0500000US30091,"Sheridan County, Montana",1645,0.17,0.04,0.04,0.25,405
2018,0500000US30093,"Silver Bow County, Montana",15158,0.10,0.04,0.03,0.16,2425
2018,0500000US30095,"Stillwater County, Montana",3716,0.19,0.06,0.04,0.28,1055
2018,0500000US30097,"Sweet Grass County, Montana",1547,0.14,0.04,0.03,0.20,312
2018,0500000US30099,"Teton County, Montana",2475,0.13,0.04,0.03,0.19,475
2018,0500000US30101,"Toole County, Montana",1898,0.09,0.03,0.02,0.14,264
2018,0500000US30103,"Treasure County, Montana",365,0.07,0.04,0.01,0.13,46
2018,0500000US30105,"Valley County, Montana",3436,0.13,0.03,0.03,0.18,632
2018,0500000US30107,"Wheatland County, Montana",821,0.06,0.03,0.01,0.10,79
2018,0500000US30109,"Wibaux County, Montana",497,0.14,0.01,0.00,0.15,74
2018,0500000US30111,"Yellowstone County, Montana",65025,0.14,0.05,0.05,0.25,15931
2018,0500000US31001,"Adams County, Nebraska",12710,0.13,0.03,0.04,0.20,2529
2018,0500000US31003,"Antelope County, Nebraska",2675,0.10,0.02,0.02,0.14,369
2018,0500000US31005,"Arthur County, Nebraska",193,0.07,0.02,0.03,0.13,24
2018,0500000US31007,"Banner County, Nebraska",279,0.13,0.02,0.07,0.23,63
2018,0500000US31009,"Blaine County, Nebraska",218,0.06,0.05,0.03,0.14,31
2018,0500000US31011,"Boone County, Nebraska",2280,0.12,0.04,0.05,0.21,486
2018,0500000US31013,"Box Butte County, Nebraska",4801,0.15,0.03,0.02,0.20,965
2018,0500000US31015,"Boyd County, Nebraska",903,0.11,0.04,0.02,0.16,145
2018,0500000US31017,"Brown County, Nebraska",1434,0.07,0.03,0.02,0.12,166
2018,0500000US31019,"Buffalo County, Nebraska",19165,0.14,0.05,0.04,0.23,4389
2018,0500000US31021,"Burt County, Nebraska",2919,0.13,0.03,0.02,0.18,511
2018,0500000US31023,"Butler County, Nebraska",3377,0.15,0.03,0.02,0.20,665
2018,0500000US31025,"Cass County, Nebraska",10005,0.20,0.07,0.04,0.31,3122
2018,0500000US31027,"Cedar County, Nebraska",3456,0.14,0.04,0.03,0.21,722
2018,0500000US31029,"Chase County, Nebraska",1714,0.09,0.03,0.03,0.14,242
2018,0500000US31031,"Cherry County, Nebraska",2566,0.08,0.02,0.03,0.12,300
2018,0500000US31033,"Cheyenne County, Nebraska",4434,0.12,0.04,0.05,0.21,913
2018,0500000US31035,"Clay County, Nebraska",2574,0.12,0.02,0.03,0.16,417
2018,0500000US31037,"Colfax County, Nebraska",3718,0.11,0.03,0.02,0.15,561
2018,0500000US31039,"Cuming County, Nebraska",3752,0.13,0.03,0.03,0.20,743
2018,0500000US31041,"Custer County, Nebraska",4846,0.08,0.03,0.04,0.15,732
2018,0500000US31043,"Dakota County, Nebraska",7456,0.14,0.03,0.04,0.21,1536
2018,0500000US31045,"Dawes County, Nebraska",3623,0.09,0.02,0.02,0.13,453
2018,0500000US31047,"Dawson County, Nebraska",8997,0.15,0.03,0.02,0.20,1790
2018,0500000US31049,"Deuel County, Nebraska",824,0.09,0.02,0.03,0.15,121
2018,0500000US31051,"Dixon County, Nebraska",2311,0.13,0.03,0.03,0.18,421
2018,0500000US31053,"Dodge County, Nebraska",15289,0.11,0.03,0.02,0.16,2492
2018,0500000US31055,"Douglas County, Nebraska",215787,0.15,0.06,0.06,0.28,60420
2018,0500000US31057,"Dundy County, Nebraska",865,0.14,0.02,0.02,0.17,144
2018,0500000US31059,"Fillmore County, Nebraska",2510,0.15,0.02,0.03,0.21,525
2018,0500000US31061,"Franklin County, Nebraska",1354,0.11,0.03,0.02,0.15,209
2018,0500000US31063,"Frontier County, Nebraska",1116,0.11,0.02,0.03,0.15,170
2018,0500000US31065,"Furnas County, Nebraska",2142,0.12,0.02,0.03,0.17,362
2018,0500000US31067,"Gage County, Nebraska",9160,0.12,0.04,0.02,0.18,1685
2018,0500000US31069,"Garden County, Nebraska",871,0.10,0.02,0.02,0.14,125
2018,0500000US31071,"Garfield County, Nebraska",886,0.08,0.05,0.02,0.15,133
2018,0500000US31073,"Gosper County, Nebraska",877,0.15,0.07,0.03,0.25,217
2018,0500000US31075,"Grant County, Nebraska",293,0.11,0.04,0.02,0.17,49
2018,0500000US31077,"Greeley County, Nebraska",1034,0.11,0.04,0.02,0.17,178
2018,0500000US31079,"Hall County, Nebraska",22870,0.13,0.05,0.03,0.20,4643
2018,0500000US31081,"Hamilton County, Nebraska",3699,0.17,0.05,0.04,0.26,951
2018,0500000US31083,"Harlan County, Nebraska",1521,0.12,0.03,0.02,0.16,248
2018,0500000US31085,"Hayes County, Nebraska",413,0.08,0.02,0.05,0.15,61
2018,0500000US31087,"Hitchcock County, Nebraska",1209,0.08,0.03,0.02,0.13,158
2018,0500000US31089,"Holt County, Nebraska",4435,0.13,0.03,0.02,0.18,794
2018,0500000US31091,"Hooker County, Nebraska",319,0.07,0.02,0.02,0.11,35
2018,0500000US31093,"Howard County, Nebraska",2684,0.15,0.02,0.01,0.18,480
2018,0500000US31095,"Jefferson County, Nebraska",3283,0.07,0.02,0.03,0.12,384
2018,0500000US31097,"Johnson County, Nebraska",1820,0.12,0.04,0.02,0.18,335
2018,0500000US31099,"Kearney County, Nebraska",2682,0.17,0.03,0.03,0.23,611
2018,0500000US31101,"Keith County, Nebraska",3844,0.10,0.04,0.02,0.16,627
2018,0500000US31103,"Keya Paha County, Nebraska",326,0.11,0.05,0.06,0.21,68
2018,0500000US31105,"Kimball County, Nebraska",1571,0.11,0.02,0.01,0.14,215
2018,0500000US31107,"Knox County, Nebraska",3674,0.11,0.02,0.03,0.16,592
2018,0500000US31109,"Lancaster County, Nebraska",122646,0.16,0.05,0.04,0.25,30907
2018,0500000US31111,"Lincoln County, Nebraska",14985,0.15,0.04,0.03,0.22,3342
2018,0500000US31113,"Logan County, Nebraska",341,0.09,0.04,0.01,0.14,49
2018,0500000US31115,"Loup County, Nebraska",279,0.12,0.04,0.01,0.17,47
2018,0500000US31117,"McPherson County, Nebraska",203,0.08,0.00,0.04,0.13,26
2018,0500000US31119,"Madison County, Nebraska",14254,0.13,0.04,0.03,0.19,2765
2018,0500000US31121,"Merrick County, Nebraska",3324,0.15,0.03,0.03,0.21,701
2018,0500000US31123,"Morrill County, Nebraska",1982,0.10,0.04,0.03,0.16,325
2018,0500000US31125,"Nance County, Nebraska",1546,0.10,0.05,0.03,0.18,274
2018,0500000US31127,"Nemaha County, Nebraska",2877,0.16,0.03,0.03,0.22,633
2018,0500000US31129,"Nuckolls County, Nebraska",1914,0.10,0.02,0.02,0.13,256
2018,0500000US31131,"Otoe County, Nebraska",6452,0.15,0.04,0.03,0.22,1413
2018,0500000US31133,"Pawnee County, Nebraska",1219,0.08,0.04,0.02,0.14,169
2018,0500000US31135,"Perkins County, Nebraska",1225,0.17,0.03,0.04,0.24,294
2018,0500000US31137,"Phelps County, Nebraska",3927,0.13,0.04,0.03,0.20,785
2018,0500000US31139,"Pierce County, Nebraska",3026,0.13,0.03,0.03,0.19,584
2018,0500000US31141,"Platte County, Nebraska",13000,0.14,0.04,0.04,0.22,2847
2018,0500000US31143,"Polk County, Nebraska",2052,0.14,0.03,0.04,0.21,427
2018,0500000US31145,"Red Willow County, Nebraska",4459,0.13,0.04,0.02,0.18,820
2018,0500000US31147,"Richardson County, Nebraska",3772,0.12,0.02,0.03,0.16,619
2018,0500000US31149,"Rock County, Nebraska",626,0.11,0.03,0.07,0.20,128
2018,0500000US31151,"Saline County, Nebraska",5073,0.10,0.02,0.02,0.14,710
2018,0500000US31153,"Sarpy County, Nebraska",65045,0.22,0.09,0.06,0.37,24262
2018,0500000US31155,"Saunders County, Nebraska",8326,0.19,0.06,0.03,0.29,2381
2018,0500000US31157,"Scotts Bluff County, Nebraska",14613,0.12,0.04,0.03,0.18,2689
2018,0500000US31159,"Seward County, Nebraska",6596,0.18,0.05,0.05,0.27,1774
2018,0500000US31161,"Sheridan County, Nebraska",2251,0.10,0.04,0.02,0.16,349
2018,0500000US31163,"Sherman County, Nebraska",1358,0.09,0.03,0.01,0.13,174
2018,0500000US31165,"Sioux County, Nebraska",579,0.16,0.02,0.01,0.20,115
2018,0500000US31167,"Stanton County, Nebraska",2410,0.16,0.03,0.02,0.21,516
2018,0500000US31169,"Thayer County, Nebraska",2283,0.11,0.02,0.04,0.16,372
2018,0500000US31171,"Thomas County, Nebraska",292,0.15,0.04,0.02,0.22,64
2018,0500000US31173,"Thurston County, Nebraska",2175,0.10,0.04,0.03,0.17,368
2018,0500000US31175,"Valley County, Nebraska",1840,0.12,0.02,0.04,0.18,326
2018,0500000US31177,"Washington County, Nebraska",8125,0.21,0.08,0.05,0.33,2706
2018,0500000US31179,"Wayne County, Nebraska",3657,0.15,0.05,0.02,0.22,786
2018,0500000US31181,"Webster County, Nebraska",1519,0.11,0.03,0.04,0.17,260
2018,0500000US31183,"Wheeler County, Nebraska",357,0.11,0.01,0.03,0.14,49
2018,0500000US31185,"York County, Nebraska",5691,0.15,0.02,0.05,0.22,1224
2018,0500000US32001,"Churchill County, Nevada",9819,0.14,0.05,0.03,0.21,2091
2018,0500000US32003,"Clark County, Nevada",767954,0.14,0.05,0.05,0.24,181237
2018,0500000US32005,"Douglas County, Nevada",20579,0.14,0.06,0.06,0.26,5289
2018,0500000US32007,"Elko County, Nevada",17688,0.22,0.09,0.05,0.35,6262
2018,0500000US32009,"Esmeralda County, Nevada",454,0.10,0.00,0.01,0.10,47
2018,0500000US32011,"Eureka County, Nevada",750,0.20,0.06,0.05,0.30,228
2018,0500000US32013,"Humboldt County, Nevada",6271,0.19,0.07,0.03,0.29,1831
2018,0500000US32015,"Lander County, Nevada",2087,0.32,0.11,0.04,0.46,966
2018,0500000US32017,"Lincoln County, Nevada",2041,0.09,0.04,0.01,0.14,290
2018,0500000US32019,"Lyon County, Nevada",20528,0.16,0.03,0.02,0.20,4167
2018,0500000US32021,"Mineral County, Nevada",1938,0.10,0.01,0.01,0.11,205
2018,0500000US32023,"Nye County, Nevada",18668,0.10,0.03,0.01,0.14,2520
2018,0500000US32027,"Pershing County, Nevada",1933,0.11,0.03,0.02,0.16,313
2018,0500000US32029,"Storey County, Nevada",1598,0.12,0.08,0.05,0.25,403
2018,0500000US32031,"Washoe County, Nevada",177632,0.15,0.06,0.06,0.27,47783
2018,0500000US32033,"White Pine County, Nevada",3529,0.13,0.06,0.03,0.21,755
2018,0500000US32510,"Carson City, Nevada",22461,0.13,0.04,0.04,0.21,4605
2018,0500000US33001,"Belknap County, New Hampshire",24739,0.17,0.07,0.06,0.30,7422
2018,0500000US33003,"Carroll County, New Hampshire",21070,0.15,0.05,0.05,0.26,5373
2018,0500000US33005,"Cheshire County, New Hampshire",30319,0.15,0.05,0.06,0.26,7913
2018,0500000US33007,"Coos County, New Hampshire",13720,0.11,0.03,0.03,0.16,2236
2018,0500000US33009,"Grafton County, New Hampshire",34752,0.15,0.06,0.08,0.29,9904
2018,0500000US33011,"Hillsborough County, New Hampshire",159200,0.19,0.10,0.09,0.38,60974
2018,0500000US33013,"Merrimack County, New Hampshire",57843,0.18,0.08,0.07,0.34,19377
2018,0500000US33015,"Rockingham County, New Hampshire",120147,0.22,0.11,0.12,0.46,54667
2018,0500000US33017,"Strafford County, New Hampshire",48548,0.18,0.08,0.06,0.31,15098
2018,0500000US33019,"Sullivan County, New Hampshire",17740,0.14,0.05,0.04,0.23,4062
2018,0500000US34001,"Atlantic County, New Jersey",99874,0.16,0.07,0.06,0.29,28464
2018,0500000US34003,"Bergen County, New Jersey",338249,0.19,0.12,0.18,0.48,163374
2018,0500000US34005,"Burlington County, New Jersey",165496,0.20,0.11,0.11,0.42,69508
2018,0500000US34007,"Camden County, New Jersey",187158,0.17,0.08,0.08,0.33,61201
2018,0500000US34009,"Cape May County, New Jersey",39904,0.15,0.07,0.07,0.29,11612
2018,0500000US34011,"Cumberland County, New Jersey",50608,0.14,0.04,0.03,0.22,10881
2018,0500000US34013,"Essex County, New Jersey",282502,0.13,0.07,0.12,0.31,88706
2018,0500000US34015,"Gloucester County, New Jersey",104587,0.21,0.11,0.10,0.42,43613
2018,0500000US34017,"Hudson County, New Jersey",255429,0.15,0.08,0.11,0.34,86846
2018,0500000US34019,"Hunterdon County, New Jersey",47180,0.19,0.14,0.22,0.56,26374
2018,0500000US34021,"Mercer County, New Jersey",129873,0.17,0.09,0.15,0.41,52858
2018,0500000US34023,"Middlesex County, New Jersey",284174,0.20,0.11,0.12,0.43,122195
2018,0500000US34025,"Monmouth County, New Jersey",233874,0.19,0.12,0.18,0.48,111792
2018,0500000US34027,"Morris County, New Jersey",180896,0.20,0.13,0.23,0.55,100035
2018,0500000US34029,"Ocean County, New Jersey",225270,0.17,0.08,0.07,0.33,73213
2018,0500000US34031,"Passaic County, New Jersey",163670,0.16,0.08,0.09,0.33,54338
2018,0500000US34033,"Salem County, New Jersey",23908,0.19,0.08,0.05,0.31,7507
2018,0500000US34035,"Somerset County, New Jersey",117012,0.19,0.13,0.23,0.55,64708
2018,0500000US34037,"Sussex County, New Jersey",53361,0.21,0.12,0.11,0.45,23746
2018,0500000US34039,"Union County, New Jersey",188987,0.16,0.09,0.13,0.39,73138
2018,0500000US34041,"Warren County, New Jersey",41350,0.20,0.09,0.09,0.39,15920
2018,0500000US35001,"Bernalillo County, New Mexico",265657,0.13,0.05,0.05,0.22,59507
2018,0500000US35003,"Catron County, New Mexico",1381,0.03,0.01,0.01,0.05,73
2018,0500000US35005,"Chaves County, New Mexico",23169,0.11,0.02,0.02,0.15,3452
2018,0500000US35006,"Cibola County, New Mexico",8939,0.07,0.03,0.01,0.11,948
2018,0500000US35007,"Colfax County, New Mexico",5678,0.09,0.02,0.01,0.12,670
2018,0500000US35009,"Curry County, New Mexico",18515,0.10,0.03,0.02,0.14,2629
2018,0500000US35011,"De Baca County, New Mexico",705,0.15,0.02,0.00,0.17,118
2018,0500000US35013,"Doña Ana County, New Mexico",77453,0.10,0.03,0.03,0.16,12315
2018,0500000US35015,"Eddy County, New Mexico",21264,0.16,0.05,0.04,0.26,5422
2018,0500000US35017,"Grant County, New Mexico",12003,0.07,0.03,0.02,0.12,1404
2018,0500000US35019,"Guadalupe County, New Mexico",1404,0.06,0.01,0.01,0.08,112
2018,0500000US35021,"Harding County, New Mexico",211,0.08,0.01,0.05,0.13,28
2018,0500000US35023,"Hidalgo County, New Mexico",1753,0.08,0.01,0.01,0.10,175
2018,0500000US35025,"Lea County, New Mexico",22114,0.15,0.05,0.04,0.24,5285
2018,0500000US35027,"Lincoln County, New Mexico",7815,0.12,0.03,0.03,0.18,1399
2018,0500000US35028,"Los Alamos County, New Mexico",7567,0.24,0.16,0.17,0.57,4306
2018,0500000US35029,"Luna County, New Mexico",9025,0.06,0.01,0.01,0.08,713
2018,0500000US35031,"McKinley County, New Mexico",20295,0.09,0.02,0.02,0.13,2598
2018,0500000US35033,"Mora County, New Mexico",1535,0.05,0.02,0.01,0.08,129
2018,0500000US35035,"Otero County, New Mexico",23391,0.09,0.03,0.01,0.13,3088
2018,0500000US35037,"Quay County, New Mexico",3060,0.08,0.04,0.00,0.13,383
2018,0500000US35041,"Roosevelt County, New Mexico",6993,0.10,0.02,0.01,0.13,895
2018,0500000US35043,"Sandoval County, New Mexico",50340,0.14,0.06,0.04,0.24,11981
2018,0500000US35045,"San Juan County, New Mexico",43134,0.13,0.04,0.02,0.19,8282
2018,0500000US35047,"San Miguel County, New Mexico",11292,0.06,0.02,0.01,0.10,1073
2018,0500000US35049,"Santa Fe County, New Mexico",61972,0.14,0.06,0.07,0.27,16794
2018,0500000US35051,"Sierra County, New Mexico",5377,0.05,0.02,0.03,0.10,516
2018,0500000US35053,"Socorro County, New Mexico",4550,0.08,0.03,0.02,0.13,592
2018,0500000US35055,"Taos County, New Mexico",12127,0.07,0.04,0.02,0.14,1674
2018,0500000US35057,"Torrance County, New Mexico",5664,0.07,0.01,0.02,0.10,566
2018,0500000US35059,"Union County, New Mexico",1381,0.08,0.04,0.02,0.13,185
2018,0500000US35061,"Valencia County, New Mexico",27489,0.11,0.03,0.02,0.15,4206
2018,0500000US36001,"Albany County, New York",126008,0.16,0.07,0.07,0.31,38810
2018,0500000US36003,"Allegany County, New York",18009,0.11,0.02,0.02,0.14,2575
2018,0500000US36005,"Bronx County, New York",499728,0.09,0.03,0.03,0.15,75959
2018,0500000US36007,"Broome County, New York",78594,0.13,0.04,0.03,0.20,15797
2018,0500000US36009,"Cattaraugus County, New York",31433,0.12,0.03,0.02,0.16,5061
2018,0500000US36011,"Cayuga County, New York",31251,0.15,0.04,0.03,0.22,6969
2018,0500000US36013,"Chautauqua County, New York",52572,0.11,0.03,0.02,0.15,8044
2018,0500000US36015,"Chemung County, New York",34373,0.14,0.04,0.03,0.21,7150
2018,0500000US36017,"Chenango County, New York",20616,0.11,0.03,0.02,0.17,3505
2018,0500000US36019,"Clinton County, New York",31395,0.14,0.05,0.02,0.22,6750
2018,0500000US36021,"Columbia County, New York",25243,0.15,0.06,0.06,0.27,6790
2018,0500000US36023,"Cortland County, New York",17685,0.13,0.05,0.03,0.21,3661
2018,0500000US36025,"Delaware County, New York",19030,0.12,0.03,0.02,0.17,3197
2018,0500000US36027,"Dutchess County, New York",107347,0.19,0.10,0.10,0.38,41221
2018,0500000US36029,"Erie County, New York",387847,0.15,0.06,0.04,0.25,96574
2018,0500000US36031,"Essex County, New York",15425,0.14,0.04,0.03,0.22,3347
2018,0500000US36033,"Franklin County, New York",19088,0.12,0.04,0.03,0.18,3493
2018,0500000US36035,"Fulton County, New York",22439,0.12,0.04,0.02,0.17,3882
2018,0500000US36037,"Genesee County, New York",23681,0.15,0.05,0.03,0.23,5328
2018,0500000US36039,"Greene County, New York",17117,0.13,0.05,0.03,0.21,3560
2018,0500000US36041,"Hamilton County, New York",1124,0.12,0.04,0.03,0.19,211
2018,0500000US36043,"Herkimer County, New York",24583,0.12,0.04,0.02,0.18,4351
2018,0500000US36045,"Jefferson County, New York",43267,0.13,0.03,0.02,0.18,7702
2018,0500000US36047,"Kings County, New York",950856,0.14,0.07,0.08,0.29,270994
2018,0500000US36049,"Lewis County, New York",10242,0.13,0.04,0.03,0.19,1946
2018,0500000US36051,"Livingston County, New York",24383,0.15,0.05,0.02,0.22,5364
2018,0500000US36053,"Madison County, New York",26026,0.16,0.05,0.04,0.25,6376
2018,0500000US36055,"Monroe County, New York",300796,0.15,0.06,0.05,0.26,78207
2018,0500000US36057,"Montgomery County, New York",19665,0.11,0.04,0.02,0.17,3284
2018,0500000US36059,"Nassau County, New York",445517,0.20,0.14,0.21,0.55,244589
2018,0500000US36061,"New York County, New York",758133,0.14,0.08,0.21,0.44,330546
2018,0500000US36063,"Niagara County, New York",88211,0.14,0.05,0.03,0.23,19847
2018,0500000US36065,"Oneida County, New York",90014,0.13,0.05,0.03,0.21,18993
2018,0500000US36067,"Onondaga County, New York",185624,0.16,0.06,0.05,0.27,49747
2018,0500000US36069,"Ontario County, New York",44286,0.17,0.05,0.06,0.28,12356
2018,0500000US36071,"Orange County, New York",126776,0.20,0.10,0.09,0.38,48302
2018,0500000US36073,"Orleans County, New York",16333,0.13,0.03,0.02,0.18,3005
2018,0500000US36075,"Oswego County, New York",46032,0.14,0.04,0.03,0.21,9713
2018,0500000US36077,"Otsego County, New York",23556,0.14,0.04,0.03,0.21,4900
2018,0500000US36079,"Putnam County, New York",34847,0.22,0.13,0.16,0.51,17877
2018,0500000US36081,"Queens County, New York",779234,0.16,0.08,0.07,0.31,238446
2018,0500000US36083,"Rensselaer County, New York",64563,0.17,0.07,0.05,0.29,18917
2018,0500000US36085,"Richmond County, New York",166152,0.19,0.11,0.10,0.40,66128
2018,0500000US36087,"Rockland County, New York",100005,0.18,0.12,0.16,0.46,46002
2018,0500000US36089,"St. Lawrence County, New York",41669,0.12,0.03,0.03,0.18,7459
2018,0500000US36091,"Saratoga County, New York",93876,0.21,0.09,0.09,0.39,36518
2018,0500000US36093,"Schenectady County, New York",53295,0.17,0.07,0.05,0.29,15349
