year,geo_code,county,total_households,households_100k _to_149999k,households_150k_ to_199999k,households_200k_or_more,percent_wealthy_households ,total_wealthy_households
2018,0500000US36095,"Schoharie County, New York",12559,0.14,0.05,0.03,0.22,2700
2018,0500000US36097,"Schuyler County, New York",7304,0.14,0.03,0.01,0.18,1307
2018,0500000US36099,"Seneca County, New York",13522,0.13,0.04,0.03,0.19,2596
2018,0500000US36101,"Steuben County, New York",40183,0.13,0.04,0.03,0.19,7715
2018,0500000US36103,"Suffolk County, New York",487981,0.20,0.13,0.15,0.48,235695
2018,0500000US36105,"Sullivan County, New York",27890,0.13,0.06,0.04,0.23,6415
2018,0500000US36107,"Tioga County, New York",20045,0.17,0.05,0.04,0.26,5212
2018,0500000US36109,"Tompkins County, New York",39326,0.14,0.06,0.07,0.26,10382
2018,0500000US36111,"Ulster County, New York",69539,0.16,0.07,0.06,0.29,20236
2018,0500000US36113,"Warren County, New York",27553,0.16,0.05,0.04,0.26,7026
2018,0500000US36115,"Washington County, New York",24009,0.13,0.05,0.03,0.20,4826
2018,0500000US36117,"Wayne County, New York",36504,0.14,0.04,0.03,0.21,7666
2018,0500000US36119,"Westchester County, New York",347332,0.17,0.10,0.21,0.47,164635
2018,0500000US36121,"Wyoming County, New York",15815,0.14,0.03,0.02,0.20,3084
2018,0500000US36123,"Yates County, New York",9029,0.14,0.05,0.03,0.22,2004
2018,0500000US37001,"Alamance County, North Carolina",64059,0.12,0.04,0.02,0.19,11979
2018,0500000US37003,"Alexander County, North Carolina",13722,0.10,0.02,0.03,0.16,2154
2018,0500000US37005,"Alleghany County, North Carolina",4746,0.07,0.01,0.01,0.10,475
2018,0500000US37007,"Anson County, North Carolina",9516,0.10,0.02,0.01,0.13,1199
2018,0500000US37009,"Ashe County, North Carolina",11805,0.09,0.02,0.01,0.12,1405
2018,0500000US37011,"Avery County, North Carolina",6587,0.07,0.02,0.03,0.12,764
2018,0500000US37013,"Beaufort County, North Carolina",19325,0.10,0.04,0.03,0.16,3150
2018,0500000US37015,"Bertie County, North Carolina",7976,0.06,0.03,0.02,0.11,837
2018,0500000US37017,"Bladen County, North Carolina",13968,0.06,0.01,0.01,0.08,1159
2018,0500000US37019,"Brunswick County, North Carolina",54226,0.13,0.04,0.04,0.21,11171
2018,0500000US37021,"Buncombe County, North Carolina",107093,0.12,0.04,0.05,0.21,22168
2018,0500000US37023,"Burke County, North Carolina",34672,0.08,0.03,0.02,0.13,4507
2018,0500000US37025,"Cabarrus County, North Carolina",72299,0.16,0.07,0.06,0.29,20750
2018,0500000US37027,"Caldwell County, North Carolina",32594,0.08,0.03,0.01,0.12,4009
2018,0500000US37029,"Camden County, North Carolina",3836,0.15,0.06,0.01,0.22,848
2018,0500000US37031,"Carteret County, North Carolina",29690,0.12,0.04,0.04,0.20,6027
2018,0500000US37033,"Caswell County, North Carolina",9110,0.09,0.03,0.02,0.14,1239
2018,0500000US37035,"Catawba County, North Carolina",61099,0.12,0.03,0.03,0.18,11242
2018,0500000US37037,"Chatham County, North Carolina",28527,0.16,0.07,0.10,0.32,9157
2018,0500000US37039,"Cherokee County, North Carolina",11895,0.07,0.02,0.01,0.10,1201
2018,0500000US37041,"Chowan County, North Carolina",5984,0.10,0.03,0.02,0.15,880
2018,0500000US37043,"Clay County, North Carolina",5062,0.05,0.02,0.03,0.10,511
2018,0500000US37045,"Cleveland County, North Carolina",36882,0.09,0.03,0.02,0.13,4758
2018,0500000US37047,"Columbus County, North Carolina",22306,0.09,0.02,0.02,0.13,2811
2018,0500000US37049,"Craven County, North Carolina",40871,0.11,0.04,0.03,0.19,7602
2018,0500000US37051,"Cumberland County, North Carolina",124418,0.10,0.03,0.02,0.16,19409
2018,0500000US37053,"Currituck County, North Carolina",10148,0.19,0.05,0.04,0.28,2862
2018,0500000US37055,"Dare County, North Carolina",15441,0.13,0.05,0.05,0.23,3536
2018,0500000US37057,"Davidson County, North Carolina",65471,0.11,0.03,0.02,0.16,10606
2018,0500000US37059,"Davie County, North Carolina",15999,0.12,0.05,0.05,0.22,3520
2018,0500000US37061,"Duplin County, North Carolina",21781,0.09,0.02,0.01,0.12,2570
2018,0500000US37063,"Durham County, North Carolina",123444,0.15,0.06,0.07,0.27,33824
2018,0500000US37065,"Edgecombe County, North Carolina",21371,0.07,0.02,0.01,0.10,2030
2018,0500000US37067,"Forsyth County, North Carolina",146685,0.12,0.04,0.05,0.21,30804
2018,0500000US37069,"Franklin County, North Carolina",24749,0.14,0.04,0.03,0.20,4999
2018,0500000US37071,"Gaston County, North Carolina",81494,0.12,0.04,0.03,0.19,15158
2018,0500000US37073,"Gates County, North Carolina",4477,0.13,0.04,0.02,0.19,833
2018,0500000US37075,"Graham County, North Carolina",3288,0.04,0.02,0.01,0.07,233
2018,0500000US37077,"Granville County, North Carolina",21030,0.14,0.04,0.04,0.22,4542
2018,0500000US37079,"Greene County, North Carolina",7259,0.08,0.01,0.01,0.10,719
2018,0500000US37081,"Guilford County, North Carolina",202731,0.12,0.05,0.05,0.22,44195
2018,0500000US37083,"Halifax County, North Carolina",21116,0.07,0.02,0.01,0.11,2323
2018,0500000US37085,"Harnett County, North Carolina",45086,0.12,0.04,0.02,0.18,8025
2018,0500000US37087,"Haywood County, North Carolina",26336,0.11,0.03,0.03,0.18,4635
2018,0500000US37089,"Henderson County, North Carolina",48281,0.13,0.04,0.04,0.20,9656
2018,0500000US37091,"Hertford County, North Carolina",8899,0.09,0.01,0.01,0.11,970
2018,0500000US37093,"Hoke County, North Carolina",17722,0.12,0.03,0.01,0.16,2906
2018,0500000US37095,"Hyde County, North Carolina",1769,0.11,0.02,0.01,0.13,232
2018,0500000US37097,"Iredell County, North Carolina",65246,0.14,0.05,0.06,0.25,16377
2018,0500000US37099,"Jackson County, North Carolina",16642,0.10,0.02,0.03,0.14,2396
2018,0500000US37101,"Johnston County, North Carolina",67154,0.16,0.04,0.03,0.23,15311
2018,0500000US37103,"Jones County, North Carolina",4137,0.08,0.02,0.01,0.10,430
2018,0500000US37105,"Lee County, North Carolina",21744,0.11,0.04,0.03,0.18,3805
2018,0500000US37107,"Lenoir County, North Carolina",23121,0.08,0.02,0.02,0.11,2613
2018,0500000US37109,"Lincoln County, North Carolina",32022,0.13,0.04,0.05,0.22,6981
2018,0500000US37111,"McDowell County, North Carolina",17961,0.08,0.02,0.02,0.12,2155
2018,0500000US37113,"Macon County, North Carolina",15699,0.10,0.02,0.04,0.15,2418
2018,0500000US37115,"Madison County, North Carolina",8452,0.09,0.04,0.03,0.16,1369
2018,0500000US37117,"Martin County, North Carolina",9471,0.05,0.02,0.03,0.10,928
2018,0500000US37119,"Mecklenburg County, North Carolina",403546,0.15,0.07,0.09,0.31,123889
2018,0500000US37121,"Mitchell County, North Carolina",6361,0.07,0.02,0.01,0.10,662
2018,0500000US37123,"Montgomery County, North Carolina",10411,0.08,0.03,0.03,0.13,1364
2018,0500000US37125,"Moore County, North Carolina",38965,0.14,0.05,0.06,0.25,9780
2018,0500000US37127,"Nash County, North Carolina",36720,0.11,0.04,0.04,0.19,6977
2018,0500000US37129,"New Hanover County, North Carolina",93636,0.13,0.05,0.06,0.23,21911
2018,0500000US37131,"Northampton County, North Carolina",8628,0.08,0.01,0.01,0.10,846
2018,0500000US37133,"Onslow County, North Carolina",64065,0.11,0.03,0.02,0.15,9610
2018,0500000US37135,"Orange County, North Carolina",52529,0.13,0.08,0.14,0.35,18175
2018,0500000US37137,"Pamlico County, North Carolina",5352,0.10,0.03,0.03,0.16,862
2018,0500000US37139,"Pasquotank County, North Carolina",14780,0.11,0.04,0.02,0.17,2527
2018,0500000US37141,"Pender County, North Carolina",21766,0.13,0.06,0.04,0.23,5006
2018,0500000US37143,"Perquimans County, North Carolina",5919,0.11,0.03,0.02,0.16,929
2018,0500000US37145,"Person County, North Carolina",15744,0.11,0.04,0.01,0.16,2551
2018,0500000US37147,"Pitt County, North Carolina",69169,0.11,0.04,0.03,0.18,12727
2018,0500000US37149,"Polk County, North Carolina",9047,0.09,0.05,0.04,0.17,1547
2018,0500000US37151,"Randolph County, North Carolina",56041,0.10,0.03,0.02,0.15,8182
2018,0500000US37153,"Richmond County, North Carolina",18546,0.08,0.01,0.01,0.11,1984
2018,0500000US37155,"Robeson County, North Carolina",45969,0.07,0.02,0.01,0.10,4505
2018,0500000US37157,"Rockingham County, North Carolina",37201,0.10,0.03,0.02,0.14,5245
2018,0500000US37159,"Rowan County, North Carolina",52301,0.10,0.04,0.03,0.16,8525
2018,0500000US37161,"Rutherford County, North Carolina",26345,0.08,0.02,0.03,0.12,3214
2018,0500000US37163,"Sampson County, North Carolina",23537,0.08,0.02,0.02,0.12,2777
2018,0500000US37165,"Scotland County, North Carolina",13113,0.07,0.02,0.01,0.10,1259
2018,0500000US37167,"Stanly County, North Carolina",23717,0.13,0.03,0.02,0.18,4174
2018,0500000US37169,"Stokes County, North Carolina",19302,0.08,0.03,0.01,0.12,2278
2018,0500000US37171,"Surry County, North Carolina",28985,0.09,0.03,0.02,0.14,4087
2018,0500000US37173,"Swain County, North Carolina",5443,0.08,0.02,0.02,0.12,631
2018,0500000US37175,"Transylvania County, North Carolina",14123,0.10,0.03,0.03,0.15,2118
2018,0500000US37177,"Tyrrell County, North Carolina",1631,0.04,0.01,0.01,0.05,83
2018,0500000US37179,"Union County, North Carolina",75165,0.19,0.08,0.10,0.36,27360
2018,0500000US37181,"Vance County, North Carolina",16854,0.07,0.02,0.02,0.12,1955
2018,0500000US37183,"Wake County, North Carolina",390498,0.18,0.09,0.10,0.38,147218
2018,0500000US37185,"Warren County, North Carolina",7780,0.07,0.02,0.02,0.12,934
2018,0500000US37187,"Washington County, North Carolina",5073,0.04,0.01,0.01,0.06,284
2018,0500000US37189,"Watauga County, North Carolina",20355,0.11,0.04,0.04,0.19,3827
2018,0500000US37191,"Wayne County, North Carolina",48153,0.10,0.02,0.02,0.15,7271
2018,0500000US37193,"Wilkes County, North Carolina",28355,0.08,0.02,0.02,0.12,3516
2018,0500000US37195,"Wilson County, North Carolina",32128,0.10,0.03,0.03,0.15,4948
2018,0500000US37197,"Yadkin County, North Carolina",15448,0.09,0.02,0.02,0.13,1962
2018,0500000US37199,"Yancey County, North Carolina",7402,0.09,0.03,0.02,0.13,955
2018,0500000US38001,"Adams County, North Dakota",1046,0.21,0.04,0.05,0.30,317
2018,0500000US38003,"Barnes County, North Dakota",5085,0.14,0.06,0.04,0.24,1220
2018,0500000US38005,"Benson County, North Dakota",2285,0.10,0.02,0.04,0.16,356
2018,0500000US38007,"Billings County, North Dakota",385,0.27,0.09,0.11,0.47,181
2018,0500000US38009,"Bottineau County, North Dakota",3065,0.16,0.05,0.05,0.26,809
2018,0500000US38011,"Bowman County, North Dakota",1398,0.19,0.05,0.05,0.29,404
2018,0500000US38013,"Burke County, North Dakota",877,0.19,0.08,0.07,0.34,298
2018,0500000US38015,"Burleigh County, North Dakota",39495,0.19,0.07,0.06,0.32,12638
2018,0500000US38017,"Cass County, North Dakota",74205,0.15,0.05,0.07,0.27,19887
2018,0500000US38019,"Cavalier County, North Dakota",1737,0.18,0.07,0.08,0.33,575
2018,0500000US38021,"Dickey County, North Dakota",2170,0.14,0.07,0.04,0.25,538
2018,0500000US38023,"Divide County, North Dakota",1119,0.11,0.06,0.16,0.32,360
2018,0500000US38025,"Dunn County, North Dakota",1648,0.21,0.10,0.10,0.41,679
2018,0500000US38027,"Eddy County, North Dakota",1052,0.11,0.03,0.05,0.19,196
2018,0500000US38029,"Emmons County, North Dakota",1556,0.11,0.03,0.03,0.17,258
2018,0500000US38031,"Foster County, North Dakota",1440,0.17,0.05,0.05,0.26,372
2018,0500000US38033,"Golden Valley County, North Dakota",856,0.10,0.03,0.06,0.19,163
2018,0500000US38035,"Grand Forks County, North Dakota",30215,0.15,0.05,0.04,0.23,6980
2018,0500000US38037,"Grant County, North Dakota",1094,0.13,0.06,0.06,0.24,261
2018,0500000US38039,"Griggs County, North Dakota",1056,0.17,0.03,0.05,0.24,258
2018,0500000US38041,"Hettinger County, North Dakota",1079,0.13,0.03,0.05,0.21,227
2018,0500000US38043,"Kidder County, North Dakota",1055,0.13,0.03,0.05,0.21,226
2018,0500000US38045,"LaMoure County, North Dakota",1813,0.12,0.06,0.06,0.24,431
2018,0500000US38047,"Logan County, North Dakota",883,0.14,0.04,0.04,0.22,193
2018,0500000US38049,"McHenry County, North Dakota",2628,0.17,0.06,0.05,0.27,717
2018,0500000US38051,"McIntosh County, North Dakota",1317,0.11,0.02,0.04,0.16,213
2018,0500000US38053,"McKenzie County, North Dakota",3899,0.21,0.09,0.10,0.39,1517
2018,0500000US38055,"McLean County, North Dakota",4333,0.17,0.06,0.04,0.26,1135
2018,0500000US38057,"Mercer County, North Dakota",3702,0.27,0.06,0.05,0.37,1381
2018,0500000US38059,"Morton County, North Dakota",13536,0.19,0.07,0.05,0.31,4237
2018,0500000US38061,"Mountrail County, North Dakota",3235,0.17,0.07,0.10,0.33,1058
2018,0500000US38063,"Nelson County, North Dakota",1479,0.10,0.03,0.05,0.17,254
2018,0500000US38065,"Oliver County, North Dakota",750,0.23,0.05,0.03,0.31,231
2018,0500000US38067,"Pembina County, North Dakota",3180,0.19,0.04,0.05,0.28,884
2018,0500000US38069,"Pierce County, North Dakota",1937,0.12,0.04,0.03,0.18,349
2018,0500000US38071,"Ramsey County, North Dakota",5003,0.16,0.06,0.04,0.25,1251
2018,0500000US38073,"Ransom County, North Dakota",2367,0.16,0.04,0.03,0.23,544
2018,0500000US38075,"Renville County, North Dakota",1022,0.20,0.05,0.04,0.29,298
2018,0500000US38077,"Richland County, North Dakota",6760,0.16,0.05,0.03,0.24,1636
2018,0500000US38079,"Rolette County, North Dakota",4638,0.09,0.05,0.02,0.16,737
2018,0500000US38081,"Sargent County, North Dakota",1834,0.19,0.03,0.04,0.26,471
2018,0500000US38083,"Sheridan County, North Dakota",689,0.12,0.04,0.03,0.20,134
2018,0500000US38085,"Sioux County, North Dakota",1110,0.10,0.02,0.03,0.15,162
2018,0500000US38087,"Slope County, North Dakota",329,0.15,0.07,0.03,0.26,84
2018,0500000US38089,"Stark County, North Dakota",12150,0.20,0.08,0.07,0.35,4204
2018,0500000US38091,"Steele County, North Dakota",891,0.18,0.06,0.05,0.29,257
2018,0500000US38093,"Stutsman County, North Dakota",9055,0.14,0.04,0.03,0.21,1874
2018,0500000US38095,"Towner County, North Dakota",1036,0.11,0.03,0.06,0.20,205
2018,0500000US38097,"Traill County, North Dakota",3349,0.17,0.04,0.04,0.25,847
2018,0500000US38099,"Walsh County, North Dakota",4841,0.13,0.04,0.04,0.21,1021
2018,0500000US38101,"Ward County, North Dakota",27564,0.18,0.07,0.05,0.30,8187
2018,0500000US38103,"Wells County, North Dakota",1960,0.12,0.05,0.03,0.20,386
2018,0500000US38105,"Williams County, North Dakota",13695,0.22,0.11,0.09,0.43,5834
2018,0500000US39001,"Adams County, Ohio",10835,0.10,0.02,0.02,0.14,1528
2018,0500000US39003,"Allen County, Ohio",40537,0.11,0.04,0.02,0.17,6932
2018,0500000US39005,"Ashland County, Ohio",20439,0.12,0.03,0.02,0.17,3536
2018,0500000US39007,"Ashtabula County, Ohio",37652,0.10,0.03,0.02,0.14,5309
2018,0500000US39009,"Athens County, Ohio",22620,0.09,0.03,0.03,0.15,3325
2018,0500000US39011,"Auglaize County, Ohio",18723,0.17,0.05,0.03,0.24,4494
2018,0500000US39013,"Belmont County, Ohio",26200,0.12,0.03,0.02,0.18,4637
2018,0500000US39015,"Brown County, Ohio",17434,0.12,0.04,0.02,0.17,3016
2018,0500000US39017,"Butler County, Ohio",138226,0.16,0.07,0.06,0.29,40224
2018,0500000US39019,"Carroll County, Ohio",11126,0.10,0.05,0.03,0.18,1992
2018,0500000US39021,"Champaign County, Ohio",15209,0.14,0.03,0.02,0.18,2798
2018,0500000US39023,"Clark County, Ohio",54905,0.11,0.03,0.02,0.17,9114
2018,0500000US39025,"Clermont County, Ohio",77181,0.16,0.07,0.06,0.29,22460
2018,0500000US39027,"Clinton County, Ohio",16370,0.14,0.04,0.02,0.20,3258
2018,0500000US39029,"Columbiana County, Ohio",41854,0.11,0.03,0.02,0.16,6529
2018,0500000US39031,"Coshocton County, Ohio",14461,0.10,0.03,0.01,0.13,1923
2018,0500000US39033,"Crawford County, Ohio",17755,0.09,0.02,0.01,0.13,2237
2018,0500000US39035,"Cuyahoga County, Ohio",538531,0.12,0.04,0.05,0.21,114169
2018,0500000US39037,"Darke County, Ohio",20838,0.12,0.03,0.02,0.17,3480
2018,0500000US39039,"Defiance County, Ohio",15213,0.13,0.03,0.03,0.19,2860
2018,0500000US39041,"Delaware County, Ohio",68649,0.22,0.13,0.17,0.52,35766
2018,0500000US39043,"Erie County, Ohio",31301,0.13,0.05,0.04,0.21,6698
2018,0500000US39045,"Fairfield County, Ohio",55748,0.19,0.07,0.05,0.31,17115
2018,0500000US39047,"Fayette County, Ohio",11736,0.09,0.04,0.03,0.15,1796
2018,0500000US39049,"Franklin County, Ohio",504702,0.15,0.05,0.05,0.26,129204
2018,0500000US39051,"Fulton County, Ohio",16425,0.16,0.05,0.03,0.23,3745
2018,0500000US39053,"Gallia County, Ohio",11662,0.10,0.03,0.01,0.14,1644
2018,0500000US39055,"Geauga County, Ohio",35285,0.20,0.09,0.11,0.40,14079
2018,0500000US39057,"Greene County, Ohio",65406,0.18,0.08,0.07,0.32,20865
2018,0500000US39059,"Guernsey County, Ohio",16098,0.10,0.02,0.02,0.13,2109
2018,0500000US39061,"Hamilton County, Ohio",339966,0.13,0.06,0.06,0.25,86011
2018,0500000US39063,"Hancock County, Ohio",31887,0.14,0.05,0.04,0.22,7111
2018,0500000US39065,"Hardin County, Ohio",11495,0.14,0.02,0.01,0.17,1908
2018,0500000US39067,"Harrison County, Ohio",6200,0.11,0.03,0.02,0.15,930
2018,0500000US39069,"Henry County, Ohio",11065,0.14,0.04,0.02,0.20,2257
2018,0500000US39071,"Highland County, Ohio",16646,0.11,0.03,0.02,0.15,2514
2018,0500000US39073,"Hocking County, Ohio",11120,0.12,0.03,0.02,0.16,1801
2018,0500000US39075,"Holmes County, Ohio",12437,0.14,0.04,0.05,0.23,2898
2018,0500000US39077,"Huron County, Ohio",22860,0.12,0.03,0.02,0.17,3978
2018,0500000US39079,"Jackson County, Ohio",12892,0.10,0.02,0.01,0.13,1637
2018,0500000US39081,"Jefferson County, Ohio",27363,0.11,0.03,0.02,0.16,4241
2018,0500000US39083,"Knox County, Ohio",23340,0.14,0.04,0.02,0.20,4598
2018,0500000US39085,"Lake County, Ohio",95980,0.16,0.06,0.05,0.26,25051
2018,0500000US39087,"Lawrence County, Ohio",23540,0.09,0.02,0.02,0.13,3060
2018,0500000US39089,"Licking County, Ohio",64016,0.17,0.05,0.05,0.27,17348
2018,0500000US39091,"Logan County, Ohio",18654,0.15,0.03,0.02,0.21,3824
2018,0500000US39093,"Lorain County, Ohio",119536,0.14,0.05,0.04,0.24,28330
2018,0500000US39095,"Lucas County, Ohio",179065,0.12,0.04,0.04,0.20,35634
2018,0500000US39097,"Madison County, Ohio",15080,0.17,0.06,0.04,0.27,4041
2018,0500000US39099,"Mahoning County, Ohio",98052,0.11,0.03,0.03,0.17,16669
2018,0500000US39101,"Marion County, Ohio",24616,0.11,0.03,0.02,0.15,3791
2018,0500000US39103,"Medina County, Ohio",68121,0.20,0.08,0.06,0.35,23502
2018,0500000US39105,"Meigs County, Ohio",9193,0.11,0.03,0.02,0.15,1388
2018,0500000US39107,"Mercer County, Ohio",16104,0.15,0.04,0.02,0.21,3382
2018,0500000US39109,"Miami County, Ohio",41081,0.15,0.05,0.03,0.23,9490
2018,0500000US39111,"Monroe County, Ohio",5945,0.09,0.03,0.02,0.14,856
2018,0500000US39113,"Montgomery County, Ohio",223894,0.12,0.04,0.03,0.20,44107
2018,0500000US39115,"Morgan County, Ohio",6147,0.08,0.01,0.01,0.11,676
2018,0500000US39117,"Morrow County, Ohio",12650,0.15,0.04,0.03,0.21,2657
2018,0500000US39119,"Muskingum County, Ohio",34239,0.10,0.03,0.02,0.15,5102
2018,0500000US39121,"Noble County, Ohio",4967,0.08,0.02,0.02,0.13,631
2018,0500000US39123,"Ottawa County, Ohio",17691,0.17,0.04,0.04,0.25,4458
2018,0500000US39125,"Paulding County, Ohio",7770,0.13,0.02,0.01,0.16,1259
2018,0500000US39127,"Perry County, Ohio",13547,0.11,0.02,0.02,0.15,2046
2018,0500000US39129,"Pickaway County, Ohio",19728,0.17,0.05,0.03,0.25,4952
2018,0500000US39131,"Pike County, Ohio",10822,0.11,0.03,0.02,0.16,1710
2018,0500000US39133,"Portage County, Ohio",61993,0.14,0.06,0.04,0.24,14878
2018,0500000US39135,"Preble County, Ohio",16090,0.14,0.03,0.02,0.19,3121
2018,0500000US39137,"Putnam County, Ohio",13236,0.19,0.05,0.03,0.27,3587
2018,0500000US39139,"Richland County, Ohio",47998,0.11,0.03,0.02,0.16,7440
2018,0500000US39141,"Ross County, Ohio",28747,0.13,0.03,0.02,0.18,5117
2018,0500000US39143,"Sandusky County, Ohio",23562,0.12,0.03,0.02,0.16,3864
2018,0500000US39145,"Scioto County, Ohio",30086,0.10,0.03,0.02,0.16,4754
2018,0500000US39147,"Seneca County, Ohio",21652,0.11,0.03,0.02,0.16,3508
2018,0500000US39149,"Shelby County, Ohio",18643,0.15,0.06,0.02,0.23,4269
2018,0500000US39151,"Stark County, Ohio",152649,0.13,0.05,0.03,0.21,31446
2018,0500000US39153,"Summit County, Ohio",224385,0.14,0.05,0.05,0.24,53179
2018,0500000US39155,"Trumbull County, Ohio",86163,0.11,0.03,0.02,0.16,13614
2018,0500000US39157,"Tuscarawas County, Ohio",36817,0.11,0.03,0.03,0.17,6075
2018,0500000US39159,"Union County, Ohio",19546,0.22,0.09,0.08,0.39,7603
2018,0500000US39161,"Van Wert County, Ohio",11419,0.12,0.03,0.02,0.16,1850
