year,geo_code,county,total_households,households_100k_to_149999k,households_150k_to_199999k,households_200k_or_more,percent_wealthy_households,total_wealthy_households
2022,0500000US31035,"Clay County, Nebraska",2475,0.2,0.09,0.04,0.32,794
2022,0500000US31037,"Colfax County, Nebraska",3616,0.18,0.06,0.06,0.29,1049
2022,0500000US31039,"Cuming County, Nebraska",3711,0.18,0.05,0.05,0.27,1013
2022,0500000US31041,"Custer County, Nebraska",4543,0.13,0.07,0.05,0.26,1168
2022,0500000US31043,"Dakota County, Nebraska",7181,0.2,0.05,0.03,0.28,2039
2022,0500000US31045,"Dawes County, Nebraska",3484,0.13,0.06,0,0.2,679
2022,0500000US31047,"Dawson County, Nebraska",8810,0.18,0.07,0.04,0.29,2546
2022,0500000US31049,"Deuel County, Nebraska",861,0.12,0.02,0.05,0.19,164
2022,0500000US31051,"Dixon County, Nebraska",2215,0.19,0.07,0.04,0.3,673
2022,0500000US31053,"Dodge County, Nebraska",14624,0.17,0.06,0.05,0.28,4080
2022,0500000US31055,"Douglas County, Nebraska",231469,0.19,0.09,0.11,0.38,87495
2022,0500000US31057,"Dundy County, Nebraska",788,0.18,0.06,0.05,0.29,226
2022,0500000US31059,"Fillmore County, Nebraska",2383,0.23,0.06,0.06,0.35,834
2022,0500000US31061,"Franklin County, Nebraska",1255,0.12,0.05,0.03,0.21,259
2022,0500000US31063,"Frontier County, Nebraska",1033,0.21,0.04,0.02,0.27,280
2022,0500000US31065,"Furnas County, Nebraska",2003,0.15,0.05,0.03,0.22,449
2022,0500000US31067,"Gage County, Nebraska",9154,0.15,0.06,0.05,0.26,2380
2022,0500000US31069,"Garden County, Nebraska",829,0.1,0.04,0.01,0.15,124
2022,0500000US31071,"Garfield County, Nebraska",775,0.1,0.05,0.04,0.19,146
2022,0500000US31073,"Gosper County, Nebraska",751,0.18,0.07,0.05,0.3,222
2022,0500000US31075,"Grant County, Nebraska",281,0.16,0.04,0.07,0.27,76
2022,0500000US31077,"Greeley County, Nebraska",907,0.15,0.06,0.02,0.23,208
2022,0500000US31079,"Hall County, Nebraska",24026,0.17,0.06,0.05,0.27,6511
2022,0500000US31081,"Hamilton County, Nebraska",3577,0.23,0.1,0.04,0.36,1298
2022,0500000US31083,"Harlan County, Nebraska",1221,0.19,0.04,0.1,0.33,405
2022,0500000US31085,"Hayes County, Nebraska",374,0.15,0.03,0.07,0.25,93
2022,0500000US31087,"Hitchcock County, Nebraska",1109,0.14,0.02,0.05,0.21,232
2022,0500000US31089,"Holt County, Nebraska",3996,0.13,0.08,0.04,0.24,971
2022,0500000US31091,"Hooker County, Nebraska",292,0.15,0.04,0.02,0.22,63
2022,0500000US31093,"Howard County, Nebraska",2544,0.18,0.07,0.04,0.3,758
2022,0500000US31095,"Jefferson County, Nebraska",3122,0.15,0.05,0.03,0.24,737
2022,0500000US31097,"Johnson County, Nebraska",1722,0.19,0.05,0.04,0.28,477
2022,0500000US31099,"Kearney County, Nebraska",2683,0.23,0.07,0.05,0.35,936
2022,0500000US31101,"Keith County, Nebraska",3781,0.13,0.07,0.05,0.24,907
2022,0500000US31103,"Keya Paha County, Nebraska",323,0.11,0.1,0.09,0.3,97
2022,0500000US31105,"Kimball County, Nebraska",1501,0.14,0.01,0.04,0.19,288
2022,0500000US31107,"Knox County, Nebraska",3269,0.16,0.05,0.03,0.24,788
2022,0500000US31109,"Lancaster County, Nebraska",129869,0.18,0.08,0.08,0.33,43246
2022,0500000US31111,"Lincoln County, Nebraska",14485,0.15,0.08,0.04,0.26,3737
2022,0500000US31113,"Logan County, Nebraska",307,0.13,0.15,0.02,0.3,93
2022,0500000US31115,"Loup County, Nebraska",272,0.06,0.02,0.03,0.11,29
2022,0500000US31117,"McPherson County, Nebraska",193,0.1,0.07,0.03,0.2,38
2022,0500000US31119,"Madison County, Nebraska",14002,0.17,0.05,0.06,0.27,3837
2022,0500000US31121,"Merrick County, Nebraska",3175,0.16,0.07,0.03,0.25,806
2022,0500000US31123,"Morrill County, Nebraska",1814,0.14,0.06,0.03,0.24,430
2022,0500000US31125,"Nance County, Nebraska",1307,0.1,0.1,0.04,0.24,319
2022,0500000US31127,"Nemaha County, Nebraska",2851,0.15,0.09,0.05,0.29,838
2022,0500000US31129,"Nuckolls County, Nebraska",1748,0.15,0.05,0.05,0.25,428
2022,0500000US31131,"Otoe County, Nebraska",6408,0.2,0.09,0.05,0.34,2192
2022,0500000US31133,"Pawnee County, Nebraska",1070,0.15,0.03,0.02,0.19,208
2022,0500000US31135,"Perkins County, Nebraska",1154,0.19,0.08,0.04,0.31,353
2022,0500000US31137,"Phelps County, Nebraska",3805,0.19,0.05,0.07,0.3,1157
2022,0500000US31139,"Pierce County, Nebraska",2876,0.17,0.05,0.05,0.27,771
2022,0500000US31141,"Platte County, Nebraska",13292,0.18,0.07,0.06,0.31,4094
2022,0500000US31143,"Polk County, Nebraska",2019,0.19,0.08,0.04,0.31,622
2022,0500000US31145,"Red Willow County, Nebraska",4315,0.12,0.07,0.05,0.24,1044
2022,0500000US31147,"Richardson County, Nebraska",3587,0.15,0.06,0.02,0.23,811
2022,0500000US31149,"Rock County, Nebraska",577,0.13,0.04,0.08,0.25,143
2022,0500000US31151,"Saline County, Nebraska",5137,0.18,0.07,0.06,0.31,1603
2022,0500000US31153,"Sarpy County, Nebraska",71142,0.22,0.13,0.13,0.48,33935
2022,0500000US31155,"Saunders County, Nebraska",8789,0.24,0.11,0.08,0.42,3727
2022,0500000US31157,"Scotts Bluff County, Nebraska",15119,0.16,0.05,0.04,0.25,3840
2022,0500000US31159,"Seward County, Nebraska",6576,0.24,0.1,0.06,0.4,2650
2022,0500000US31161,"Sheridan County, Nebraska",2101,0.13,0.05,0.03,0.21,450
2022,0500000US31163,"Sherman County, Nebraska",1303,0.18,0.04,0.02,0.23,301
2022,0500000US31165,"Sioux County, Nebraska",450,0.08,0.06,0.03,0.17,78
2022,0500000US31167,"Stanton County, Nebraska",2237,0.16,0.09,0.05,0.3,680
2022,0500000US31169,"Thayer County, Nebraska",2056,0.16,0.04,0.04,0.24,493
2022,0500000US31171,"Thomas County, Nebraska",306,0.25,0.04,0.04,0.33,100
2022,0500000US31173,"Thurston County, Nebraska",1993,0.19,0.04,0.04,0.28,548
2022,0500000US31175,"Valley County, Nebraska",1750,0.11,0.04,0.06,0.22,380
2022,0500000US31177,"Washington County, Nebraska",8234,0.23,0.13,0.1,0.46,3812
2022,0500000US31179,"Wayne County, Nebraska",3731,0.16,0.07,0.05,0.29,1071
2022,0500000US31181,"Webster County, Nebraska",1480,0.14,0.04,0.05,0.23,333
2022,0500000US31183,"Wheeler County, Nebraska",346,0.13,0.05,0.04,0.21,74
2022,0500000US31185,"York County, Nebraska",5592,0.15,0.07,0.08,0.3,1650
2022,0500000US32001,"Churchill County, Nevada",9595,0.19,0.07,0.07,0.33,3138
2022,0500000US32003,"Clark County, Nevada",832367,0.17,0.08,0.08,0.33,275513
2022,0500000US32005,"Douglas County, Nevada",21001,0.19,0.09,0.12,0.4,8442
2022,0500000US32007,"Elko County, Nevada",19032,0.23,0.12,0.08,0.43,8146
2022,0500000US32009,"Esmeralda County, Nevada",485,0.2,0.03,0.01,0.25,121
2022,0500000US32011,"Eureka County, Nevada",570,0.24,0.05,0.08,0.37,211
2022,0500000US32013,"Humboldt County, Nevada",6986,0.19,0.1,0.06,0.35,2452
2022,0500000US32015,"Lander County, Nevada",2256,0.33,0.06,0.1,0.48,1090
2022,0500000US32017,"Lincoln County, Nevada",1645,0.17,0.05,0.07,0.28,466
2022,0500000US32019,"Lyon County, Nevada",23290,0.21,0.07,0.05,0.33,7662
2022,0500000US32021,"Mineral County, Nevada",1881,0.14,0.01,0.04,0.19,348
2022,0500000US32023,"Nye County, Nevada",21847,0.14,0.06,0.04,0.24,5156
2022,0500000US32027,"Pershing County, Nevada",1886,0.2,0.08,0.03,0.31,588
2022,0500000US32029,"Storey County, Nevada",1692,0.26,0.11,0.08,0.44,750
2022,0500000US32031,"Washoe County, Nevada",192420,0.2,0.1,0.11,0.4,76968
2022,0500000US32033,"White Pine County, Nevada",3363,0.25,0.05,0.03,0.33,1113
2022,0500000US32510,"Carson City, Nevada",23355,0.17,0.06,0.08,0.3,7100
2022,0500000US33001,"Belknap County, New Hampshire",25956,0.21,0.1,0.1,0.41,10616
2022,0500000US33003,"Carroll County, New Hampshire",21644,0.19,0.07,0.1,0.37,8008
2022,0500000US33005,"Cheshire County, New Hampshire",30307,0.21,0.09,0.08,0.38,11426
2022,0500000US33007,"Coos County, New Hampshire",13620,0.14,0.06,0.04,0.23,3146
2022,0500000US33009,"Grafton County, New Hampshire",35084,0.19,0.08,0.12,0.39,13753
2022,0500000US33011,"Hillsborough County, New Hampshire",166344,0.2,0.13,0.15,0.48,79512
2022,0500000US33013,"Merrimack County, New Hampshire",59851,0.2,0.12,0.12,0.44,26215
2022,0500000US33015,"Rockingham County, New Hampshire",125464,0.21,0.14,0.19,0.54,68252
2022,0500000US33017,"Strafford County, New Hampshire",50953,0.19,0.12,0.12,0.42,21553
2022,0500000US33019,"Sullivan County, New Hampshire",15893,0.18,0.07,0.08,0.33,5245
2022,0500000US34001,"Atlantic County, New Jersey",106640,0.18,0.09,0.1,0.37,39457
2022,0500000US34003,"Bergen County, New Jersey",350843,0.18,0.13,0.27,0.57,201033
2022,0500000US34005,"Burlington County, New Jersey",174454,0.2,0.13,0.18,0.51,89495
2022,0500000US34007,"Camden County, New Jersey",198757,0.19,0.11,0.12,0.41,82285
2022,0500000US34009,"Cape May County, New Jersey",43277,0.17,0.11,0.13,0.41,17700
2022,0500000US34011,"Cumberland County, New Jersey",52584,0.17,0.07,0.07,0.3,15880
2022,0500000US34013,"Essex County, New Jersey",312942,0.14,0.08,0.16,0.39,121421
2022,0500000US34015,"Gloucester County, New Jersey",109996,0.21,0.13,0.16,0.5,54778
2022,0500000US34017,"Hudson County, New Jersey",290054,0.16,0.1,0.18,0.45,129364
2022,0500000US34019,"Hunterdon County, New Jersey",49676,0.19,0.15,0.29,0.63,31495
2022,0500000US34021,"Mercer County, New Jersey",139549,0.18,0.11,0.19,0.47,65728
2022,0500000US34023,"Middlesex County, New Jersey",301967,0.2,0.13,0.19,0.52,157929
2022,0500000US34025,"Monmouth County, New Jersey",248117,0.18,0.13,0.26,0.57,142419
2022,0500000US34027,"Morris County, New Jersey",189607,0.18,0.14,0.3,0.62,117177
2022,0500000US34029,"Ocean County, New Jersey",239466,0.19,0.1,0.13,0.42,100097
2022,0500000US34031,"Passaic County, New Jersey",177209,0.18,0.11,0.15,0.43,75845
2022,0500000US34033,"Salem County, New Jersey",24744,0.17,0.1,0.09,0.35,8710
2022,0500000US34035,"Somerset County, New Jersey",127566,0.18,0.13,0.31,0.62,79346
2022,0500000US34037,"Sussex County, New Jersey",56348,0.22,0.15,0.19,0.56,31499
2022,0500000US34039,"Union County, New Jersey",199996,0.17,0.12,0.2,0.48,96598
2022,0500000US34041,"Warren County, New Jersey",44370,0.21,0.12,0.12,0.46,20321
2022,0500000US35001,"Bernalillo County, New Mexico",281095,0.15,0.07,0.07,0.3,83204
2022,0500000US35003,"Catron County, New Mexico",1609,0.15,0.01,0.01,0.17,265
2022,0500000US35005,"Chaves County, New Mexico",23280,0.12,0.06,0.04,0.22,5122
2022,0500000US35006,"Cibola County, New Mexico",8124,0.13,0.06,0.02,0.21,1674
2022,0500000US35007,"Colfax County, New Mexico",5549,0.12,0.02,0.03,0.17,932
2022,0500000US35009,"Curry County, New Mexico",18535,0.12,0.05,0.03,0.2,3763
2022,0500000US35011,"De Baca County, New Mexico",741,0.25,0.02,0.01,0.27,202
2022,0500000US35013,"Doña Ana County, New Mexico",81969,0.13,0.06,0.04,0.23,18525
2022,0500000US35015,"Eddy County, New Mexico",22703,0.19,0.11,0.08,0.38,8673
2022,0500000US35017,"Grant County, New Mexico",11292,0.14,0.04,0.04,0.21,2349
2022,0500000US35019,"Guadalupe County, New Mexico",1295,0.07,0,0.11,0.18,237
2022,0500000US35021,"Harding County, New Mexico",243,0.11,0.02,0.12,0.26,62
2022,0500000US35023,"Hidalgo County, New Mexico",1557,0.12,0.05,0.02,0.19,290
2022,0500000US35025,"Lea County, New Mexico",24379,0.16,0.07,0.07,0.3,7387
2022,0500000US35027,"Lincoln County, New Mexico",9031,0.08,0.07,0.04,0.19,1698
2022,0500000US35028,"Los Alamos County, New Mexico",8149,0.25,0.18,0.26,0.69,5607
2022,0500000US35029,"Luna County, New Mexico",8951,0.1,0.02,0.01,0.13,1173
2022,0500000US35031,"McKinley County, New Mexico",20913,0.11,0.03,0.03,0.18,3764
2022,0500000US35033,"Mora County, New Mexico",2091,0.13,0.02,0.01,0.16,324
2022,0500000US35035,"Otero County, New Mexico",23832,0.12,0.04,0.03,0.2,4695
2022,0500000US35037,"Quay County, New Mexico",3757,0.1,0.03,0.02,0.15,549
2022,0500000US35039,"Rio Arriba County, New Mexico",14076,0.12,0.06,0.05,0.22,3139
2022,0500000US35041,"Roosevelt County, New Mexico",6961,0.14,0.05,0.02,0.21,1434
2022,0500000US35043,"Sandoval County, New Mexico",54911,0.19,0.09,0.08,0.36,19713
2022,0500000US35045,"San Juan County, New Mexico",41049,0.12,0.06,0.04,0.22,8908
2022,0500000US35047,"San Miguel County, New Mexico",11586,0.12,0.04,0.03,0.19,2167
2022,0500000US35049,"Santa Fe County, New Mexico",67866,0.16,0.08,0.1,0.34,22939
2022,0500000US35051,"Sierra County, New Mexico",5285,0.13,0.02,0.02,0.17,888
2022,0500000US35053,"Socorro County, New Mexico",4953,0.1,0.04,0.03,0.17,857
2022,0500000US35055,"Taos County, New Mexico",13736,0.14,0.06,0.07,0.27,3668
2022,0500000US35057,"Torrance County, New Mexico",5599,0.17,0.01,0.03,0.2,1125
2022,0500000US35059,"Union County, New Mexico",1463,0.05,0.03,0.01,0.1,140
2022,0500000US35061,"Valencia County, New Mexico",26272,0.15,0.05,0.04,0.24,6384
2022,0500000US36001,"Albany County, New York",132175,0.19,0.09,0.11,0.39,51945
2022,0500000US36003,"Allegany County, New York",16813,0.15,0.05,0.03,0.24,4052
2022,0500000US36005,"Bronx County, New York",525387,0.12,0.05,0.05,0.22,114534
2022,0500000US36007,"Broome County, New York",81339,0.15,0.06,0.06,0.28,22450
2022,0500000US36009,"Cattaraugus County, New York",31491,0.15,0.05,0.04,0.24,7432
2022,0500000US36011,"Cayuga County, New York",30910,0.17,0.07,0.05,0.3,9149
2022,0500000US36013,"Chautauqua County, New York",53405,0.15,0.05,0.04,0.24,12604
2022,0500000US36015,"Chemung County, New York",34779,0.17,0.06,0.05,0.27,9495
2022,0500000US36017,"Chenango County, New York",19886,0.17,0.06,0.04,0.26,5230
2022,0500000US36019,"Clinton County, New York",32651,0.19,0.07,0.06,0.32,10448
2022,0500000US36021,"Columbia County, New York",25300,0.19,0.1,0.13,0.41,10398
2022,0500000US36023,"Cortland County, New York",18514,0.17,0.08,0.04,0.29,5276
2022,0500000US36025,"Delaware County, New York",18780,0.14,0.06,0.05,0.25,4733
2022,0500000US36027,"Dutchess County, New York",113972,0.2,0.12,0.16,0.48,54365
2022,0500000US36029,"Erie County, New York",406547,0.17,0.08,0.08,0.33,134161
2022,0500000US36031,"Essex County, New York",15750,0.19,0.07,0.07,0.33,5245
2022,0500000US36033,"Franklin County, New York",18933,0.15,0.06,0.04,0.25,4771
2022,0500000US36035,"Fulton County, New York",22103,0.16,0.05,0.04,0.26,5703
2022,0500000US36037,"Genesee County, New York",24416,0.17,0.09,0.05,0.31,7496
2022,0500000US36039,"Greene County, New York",17903,0.16,0.09,0.08,0.33,5890
2022,0500000US36041,"Hamilton County, New York",1725,0.17,0.09,0.05,0.31,533
2022,0500000US36043,"Herkimer County, New York",24664,0.19,0.07,0.04,0.3,7498
2022,0500000US36045,"Jefferson County, New York",46099,0.16,0.07,0.04,0.27,12216
2022,0500000US36047,"Kings County, New York",997957,0.15,0.09,0.15,0.39,388205
2022,0500000US36049,"Lewis County, New York",10672,0.16,0.07,0.03,0.26,2764
2022,0500000US36051,"Livingston County, New York",24071,0.19,0.08,0.06,0.33,8016
2022,0500000US36053,"Madison County, New York",25218,0.17,0.08,0.07,0.33,8347
2022,0500000US36055,"Monroe County, New York",314727,0.17,0.09,0.09,0.35,109840
2022,0500000US36057,"Montgomery County, New York",18918,0.15,0.06,0.05,0.26,4938
2022,0500000US36059,"Nassau County, New York",454771,0.19,0.15,0.31,0.65,293327
2022,0500000US36061,"New York County, New York",772601,0.14,0.09,0.27,0.5,385528
2022,0500000US36063,"Niagara County, New York",90982,0.17,0.08,0.06,0.31,28386
2022,0500000US36065,"Oneida County, New York",92944,0.17,0.07,0.07,0.31,28534
2022,0500000US36067,"Onondaga County, New York",192785,0.17,0.09,0.09,0.35,67282
2022,0500000US36069,"Ontario County, New York",47080,0.19,0.09,0.09,0.37,17467
2022,0500000US36071,"Orange County, New York",135140,0.2,0.12,0.15,0.46,62705
2022,0500000US36073,"Orleans County, New York",16201,0.14,0.09,0.04,0.27,4342
2022,0500000US36075,"Oswego County, New York",47203,0.17,0.07,0.06,0.3,14161
2022,0500000US36077,"Otsego County, New York",22305,0.17,0.06,0.06,0.29,6446
2022,0500000US36079,"Putnam County, New York",34903,0.21,0.15,0.23,0.59,20488
2022,0500000US36081,"Queens County, New York",816859,0.18,0.11,0.12,0.42,338996
2022,0500000US36083,"Rensselaer County, New York",66088,0.21,0.11,0.09,0.41,26964
2022,0500000US36085,"Richmond County, New York",170000,0.19,0.13,0.17,0.49,82450
2022,0500000US36087,"Rockland County, New York",102579,0.18,0.12,0.23,0.52,53751
2022,0500000US36089,"St. Lawrence County, New York",41399,0.16,0.06,0.05,0.27,11095
2022,0500000US36091,"Saratoga County, New York",98409,0.2,0.14,0.15,0.48,47630
2022,0500000US36093,"Schenectady County, New York",63964,0.18,0.1,0.09,0.36,23219
2022,0500000US36095,"Schoharie County, New York",12283,0.18,0.07,0.07,0.31,3820
2022,0500000US36097,"Schuyler County, New York",7446,0.17,0.07,0.04,0.29,2122
2022,0500000US36099,"Seneca County, New York",13622,0.15,0.06,0.05,0.26,3569
2022,0500000US36101,"Steuben County, New York",39165,0.16,0.07,0.05,0.29,11201
2022,0500000US36103,"Suffolk County, New York",510686,0.2,0.15,0.24,0.6,303858
2022,0500000US36105,"Sullivan County, New York",29895,0.14,0.08,0.09,0.32,9417
2022,0500000US36107,"Tioga County, New York",20312,0.18,0.08,0.07,0.32,6540
2022,0500000US36109,"Tompkins County, New York",42984,0.16,0.09,0.11,0.35,15087
2022,0500000US36111,"Ulster County, New York",72265,0.18,0.1,0.12,0.4,28906
2022,0500000US36113,"Warren County, New York",29782,0.18,0.09,0.09,0.36,10751
2022,0500000US36115,"Washington County, New York",24235,0.18,0.07,0.05,0.3,7198
2022,0500000US36117,"Wayne County, New York",37756,0.2,0.08,0.05,0.33,12535
2022,0500000US36119,"Westchester County, New York",367740,0.16,0.11,0.28,0.55,202992
2022,0500000US36121,"Wyoming County, New York",16152,0.18,0.05,0.05,0.28,4539
2022,0500000US36123,"Yates County, New York",8882,0.16,0.07,0.05,0.28,2505
2022,0500000US37001,"Alamance County, North Carolina",67370,0.17,0.06,0.05,0.28,18527
2022,0500000US37003,"Alexander County, North Carolina",13761,0.16,0.05,0.04,0.24,3358
2022,0500000US37005,"Alleghany County, North Carolina",4937,0.11,0.03,0.05,0.18,908
2022,0500000US37007,"Anson County, North Carolina",8266,0.1,0.04,0.02,0.15,1265
2022,0500000US37009,"Ashe County, North Carolina",11823,0.11,0.06,0.02,0.19,2211
2022,0500000US37011,"Avery County, North Carolina",6481,0.13,0.05,0.05,0.23,1484
2022,0500000US37013,"Beaufort County, North Carolina",18972,0.15,0.06,0.04,0.25,4724
2022,0500000US37015,"Bertie County, North Carolina",6984,0.11,0.03,0.04,0.18,1243
2022,0500000US37017,"Bladen County, North Carolina",11386,0.1,0.02,0.04,0.16,1833
2022,0500000US37019,"Brunswick County, North Carolina",60915,0.17,0.08,0.07,0.33,19797
2022,0500000US37021,"Buncombe County, North Carolina",102921,0.16,0.07,0.09,0.31,32008
2022,0500000US37023,"Burke County, North Carolina",35195,0.14,0.04,0.04,0.22,7778
2022,0500000US37025,"Cabarrus County, North Carolina",76880,0.19,0.09,0.12,0.41,31367
2022,0500000US37027,"Caldwell County, North Carolina",32120,0.15,0.05,0.03,0.22,7163
2022,0500000US37029,"Camden County, North Carolina",3871,0.25,0.08,0.04,0.37,1421
2022,0500000US37031,"Carteret County, North Carolina",30414,0.16,0.08,0.07,0.31,9337
2022,0500000US37033,"Caswell County, North Carolina",8507,0.13,0.06,0.02,0.22,1829
2022,0500000US37035,"Catawba County, North Carolina",64442,0.16,0.06,0.06,0.27,17335
2022,0500000US37037,"Chatham County, North Carolina",31131,0.15,0.09,0.18,0.43,13231
2022,0500000US37039,"Cherokee County, North Carolina",12758,0.11,0.03,0.03,0.17,2220
2022,0500000US37041,"Chowan County, North Carolina",6216,0.12,0.05,0.04,0.21,1299
2022,0500000US37043,"Clay County, North Carolina",4892,0.2,0.04,0.04,0.28,1355
2022,0500000US37045,"Cleveland County, North Carolina",36567,0.13,0.05,0.04,0.22,7972
2022,0500000US37047,"Columbus County, North Carolina",19185,0.09,0.05,0.03,0.16,3089
2022,0500000US37049,"Craven County, North Carolina",41004,0.17,0.05,0.05,0.27,11071
2022,0500000US37051,"Cumberland County, North Carolina",126745,0.13,0.05,0.04,0.23,28644
2022,0500000US37053,"Currituck County, North Carolina",11108,0.25,0.09,0.09,0.43,4776
2022,0500000US37055,"Dare County, North Carolina",16081,0.19,0.09,0.1,0.39,6207
2022,0500000US37057,"Davidson County, North Carolina",67684,0.15,0.06,0.05,0.25,17056
2022,0500000US37059,"Davie County, North Carolina",16468,0.19,0.08,0.07,0.34,5566
2022,0500000US37061,"Duplin County, North Carolina",20289,0.12,0.04,0.02,0.18,3652
2022,0500000US37063,"Durham County, North Carolina",135469,0.18,0.09,0.11,0.37,50124
2022,0500000US37065,"Edgecombe County, North Carolina",19350,0.13,0.05,0.03,0.21,3967
2022,0500000US37067,"Forsyth County, North Carolina",153096,0.15,0.06,0.07,0.29,43632
2022,0500000US37069,"Franklin County, North Carolina",26473,0.2,0.07,0.05,0.32,8471
2022,0500000US37071,"Gaston County, North Carolina",90427,0.16,0.07,0.06,0.28,25500
2022,0500000US37073,"Gates County, North Carolina",4144,0.15,0.03,0.02,0.2,816
2022,0500000US37075,"Graham County, North Carolina",3179,0.11,0.06,0.02,0.19,588
2022,0500000US37077,"Granville County, North Carolina",21505,0.18,0.06,0.08,0.32,6817
2022,0500000US37079,"Greene County, North Carolina",6793,0.09,0.04,0.01,0.14,937
2022,0500000US37081,"Guilford County, North Carolina",212825,0.16,0.07,0.08,0.3,63848
2022,0500000US37083,"Halifax County, North Carolina",20139,0.1,0.04,0.03,0.16,3283
2022,0500000US37085,"Harnett County, North Carolina",47870,0.16,0.06,0.05,0.27,12973
2022,0500000US37087,"Haywood County, North Carolina",26481,0.17,0.04,0.06,0.27,7097
2022,0500000US37089,"Henderson County, North Carolina",49494,0.16,0.06,0.06,0.29,14403
2022,0500000US37091,"Hertford County, North Carolina",8353,0.13,0.03,0.02,0.18,1478
2022,0500000US37093,"Hoke County, North Carolina",18481,0.13,0.07,0.04,0.25,4528
2022,0500000US37095,"Hyde County, North Carolina",2002,0.05,0.02,0,0.07,136
2022,0500000US37097,"Iredell County, North Carolina",72296,0.17,0.08,0.1,0.35,25304
2022,0500000US37099,"Jackson County, North Carolina",17737,0.13,0.04,0.04,0.21,3689
2022,0500000US37101,"Johnston County, North Carolina",79387,0.22,0.09,0.07,0.38,29850
2022,0500000US37103,"Jones County, North Carolina",3815,0.13,0.03,0.04,0.19,740
2022,0500000US37105,"Lee County, North Carolina",24050,0.15,0.06,0.05,0.25,6013
2022,0500000US37107,"Lenoir County, North Carolina",22665,0.09,0.03,0.02,0.15,3354
2022,0500000US37109,"Lincoln County, North Carolina",34910,0.17,0.07,0.11,0.35,12288
2022,0500000US37111,"McDowell County, North Carolina",18184,0.13,0.05,0.03,0.21,3728
2022,0500000US37113,"Macon County, North Carolina",17386,0.12,0.05,0.04,0.21,3564
2022,0500000US37115,"Madison County, North Carolina",8447,0.14,0.06,0.06,0.26,2205
2022,0500000US37117,"Martin County, North Carolina",9332,0.07,0.03,0.02,0.12,1139
2022,0500000US37119,"Mecklenburg County, North Carolina",446584,0.17,0.09,0.14,0.4,177294
2022,0500000US37121,"Mitchell County, North Carolina",6479,0.12,0.06,0.03,0.21,1335
2022,0500000US37123,"Montgomery County, North Carolina",9505,0.12,0.04,0.05,0.21,1977
2022,0500000US37125,"Moore County, North Carolina",41782,0.19,0.08,0.1,0.37,15376
2022,0500000US37127,"Nash County, North Carolina",37793,0.14,0.06,0.04,0.25,9259
2022,0500000US37129,"New Hanover County, North Carolina",99975,0.17,0.08,0.1,0.34,33692
2022,0500000US37131,"Northampton County, North Carolina",7463,0.1,0.06,0.04,0.2,1463
2022,0500000US37133,"Onslow County, North Carolina",71009,0.16,0.05,0.04,0.25,17539
2022,0500000US37135,"Orange County, North Carolina",55534,0.15,0.1,0.18,0.43,24046
2022,0500000US37137,"Pamlico County, North Carolina",5130,0.15,0.06,0.06,0.27,1390
2022,0500000US37139,"Pasquotank County, North Carolina",15422,0.16,0.07,0.04,0.28,4272
2022,0500000US37141,"Pender County, North Carolina",23258,0.22,0.07,0.07,0.36,8443
2022,0500000US37143,"Perquimans County, North Carolina",5568,0.2,0.05,0.02,0.28,1531
2022,0500000US37145,"Person County, North Carolina",16139,0.17,0.06,0.05,0.28,4454
2022,0500000US37147,"Pitt County, North Carolina",72153,0.14,0.05,0.05,0.24,17317
2022,0500000US37149,"Polk County, North Carolina",8541,0.15,0.05,0.06,0.26,2204
2022,0500000US37151,"Randolph County, North Carolina",55894,0.15,0.05,0.04,0.24,13135
2022,0500000US37153,"Richmond County, North Carolina",16605,0.11,0.03,0.02,0.16,2624
2022,0500000US37155,"Robeson County, North Carolina",42509,0.09,0.03,0.02,0.14,6079
2022,0500000US37157,"Rockingham County, North Carolina",38710,0.14,0.04,0.03,0.21,8245
2022,0500000US37159,"Rowan County, North Carolina",56618,0.13,0.06,0.05,0.24,13702
2022,0500000US37161,"Rutherford County, North Carolina",26273,0.12,0.04,0.04,0.2,5202
2022,0500000US37163,"Sampson County, North Carolina",21395,0.13,0.03,0.03,0.2,4236
2022,0500000US37165,"Scotland County, North Carolina",12224,0.09,0.03,0.03,0.15,1821
2022,0500000US37167,"Stanly County, North Carolina",23773,0.16,0.06,0.05,0.27,6419
2022,0500000US37169,"Stokes County, North Carolina",18993,0.13,0.05,0.03,0.21,4046
2022,0500000US37171,"Surry County, North Carolina",28990,0.15,0.04,0.03,0.23,6523
2022,0500000US37173,"Swain County, North Carolina",5684,0.17,0.06,0.03,0.27,1512
2022,0500000US37175,"Transylvania County, North Carolina",14353,0.16,0.06,0.06,0.28,3961
2022,0500000US37177,"Tyrrell County, North Carolina",1351,0.07,0.02,0.04,0.13,173
2022,0500000US37179,"Union County, North Carolina",80271,0.2,0.11,0.17,0.48,38530
2022,0500000US37181,"Vance County, North Carolina",16123,0.14,0.05,0.02,0.21,3337
2022,0500000US37183,"Wake County, North Carolina",430497,0.19,0.12,0.17,0.49,209652
2022,0500000US37185,"Warren County, North Carolina",7686,0.08,0.04,0.05,0.18,1353
2022,0500000US37187,"Washington County, North Carolina",4897,0.06,0.02,0.02,0.09,460
2022,0500000US37189,"Watauga County, North Carolina",21194,0.13,0.05,0.06,0.24,5129
2022,0500000US37191,"Wayne County, North Carolina",46949,0.13,0.05,0.04,0.22,10188
